"date","region","population","sample_size","reach","sample_size_recent","reach_recent","p_cases","p_cases_error","p_fatalities","p_fatalities_error","p_recentcases","p_recentcases_error","p_cases_daily","p_cases_daily_error","p_stillsick","p_stillsick_error"
"2022/11/19","GBSCT",5463300,216,6465,30,963,0.512606341840681,0.0121841644155529,0.00446797948039053,0.00168153145426091,0.0290758047767394,0.0106119081278602,0.00415368639667705,0.00406207520443155,0.00558035714285714,0.00487764210215997
"2022/11/20","GBSCT",5463300,216,6465,30,963,0.512606341840681,0.0121841644155529,0.00446797948039053,0.00168153145426091,0.0290758047767394,0.0106119081278602,0.00415368639667705,0.00406207520443155,0.00558035714285714,0.00487764210215997
"2022/11/21","GBSCT",5463300,223,6630,31,1001,0.51659125188537,0.0120287944389551,0.00438098328736005,0.0016488623329234,0.020979020979021,0.00887809238610652,0.002997002997003,0.00338628005622039,0.00428265524625268,0.00418792838624413
"2022/11/22","GBSCT",5463300,223,6630,31,1001,0.51659125188537,0.0120287944389551,0.00438098328736005,0.0016488623329234,0.020979020979021,0.00887809238610652,0.002997002997003,0.00338628005622039,0.00428265524625268,0.00418792838624413
"2022/11/23","GBSCT",5463300,215,6453,31,1001,0.518363551836355,0.0121911355324798,0.00451052455730037,0.00169750709068797,0.020979020979021,0.00887809238610652,0.002997002997003,0.00338628005622039,0.00428265524625268,0.00418792838624413
"2022/11/24","GBSCT",5463300,219,6593,26,788,0.521007128772941,0.0120584895384497,0.00440744368266406,0.00165879913824084,0.0266497461928934,0.0112451717818247,0.00380710659898477,0.00429985905931782,0.00554785020804438,0.00542169106691179
"2022/11/25","GBSCT",5463300,219,6593,26,788,0.521007128772941,0.0120584895384497,0.00440744368266406,0.00165879913824084,0.0266497461928934,0.0112451717818247,0.00380710659898477,0.00429985905931782,0.00554785020804438,0.00542169106691179
"2022/11/26","GBSCT",5463300,219,6593,26,788,0.521007128772941,0.0120584895384497,0.00440744368266406,0.00165879913824084,0.0266497461928934,0.0112451717818247,0.00380710659898477,0.00429985905931782,0.00554785020804438,0.00542169106691179
"2022/11/27","GBSCT",5463300,209,6404,26,788,0.517645221736415,0.0122383206199141,0.00417571404710205,0.00163342874489818,0.0266497461928934,0.0112451717818247,0.00380710659898477,0.00429985905931782,0.00554785020804438,0.00542169106691179
"2022/11/28","GBSCT",5463300,218,6655,30,804,0.521262208865515,0.0120019285490638,0.00448861814684194,0.00165884134482916,0.013681592039801,0.00802965626161117,0.001954513148543,0.00305291373232297,0.0149253731343284,0.00875410017767203
"2022/11/29","GBSCT",5463300,218,6655,30,804,0.521262208865515,0.0120019285490638,0.00448861814684194,0.00165884134482916,0.013681592039801,0.00802965626161117,0.001954513148543,0.00305291373232297,0.0149253731343284,0.00875410017767203
"2022/11/30","GBSCT",5463300,207,6482,30,804,0.519901265041654,0.0121624003661696,0.00461665292662819,0.00170604894613245,0.013681592039801,0.00802965626161117,0.001954513148543,0.00305291373232297,0.0149253731343284,0.00875410017767203
"2022/12/01","GBSCT",5463300,215,6762,29,866,0.517894114167406,0.0119097381276497,0.004739336492891,0.00169189508224942,0.00577367205542725,0.00504612298356673,0.000824810293632464,0.00191199609952478,0.0138568129330254,0.00778557712717587
"2022/12/02","GBSCT",5463300,215,6762,29,866,0.517894114167406,0.0119097381276497,0.004739336492891,0.00169189508224942,0.00577367205542725,0.00504612298356673,0.000824810293632464,0.00191199609952478,0.0138568129330254,0.00778557712717587
"2022/12/03","GBSCT",5463300,215,6762,29,866,0.517894114167406,0.0119097381276497,0.004739336492891,0.00169189508224942,0.00577367205542725,0.00504612298356673,0.000824810293632464,0.00191199609952478,0.0138568129330254,0.00778557712717587
"2022/12/04","GBSCT",5463300,208,6505,29,866,0.514066102997694,0.0121456992218307,0.00453221107154419,0.0016749151413133,0.00577367205542725,0.00504612298356673,0.000824810293632464,0.00191199609952478,0.0138568129330254,0.00778557712717587
"2022/12/05","GBSCT",5463300,217,6932,32,1133,0.513560300057703,0.0117660053607023,0.00439061317183952,0.00159447883678793,0.00441306266548985,0.00385960427011336,0.000630437523641407,0.00146156193054309,0.0132391879964696,0.00665533249770014
"2022/12/06","GBSCT",5463300,217,6932,32,1133,0.513560300057703,0.0117660053607023,0.00439061317183952,0.00159447883678793,0.00441306266548985,0.00385960427011336,0.000630437523641407,0.00146156193054309,0.0132391879964696,0.00665533249770014
"2022/12/07","GBSCT",5463300,217,6932,32,1133,0.513560300057703,0.0117660053607023,0.00439061317183952,0.00159447883678793,0.00441306266548985,0.00385960427011336,0.000630437523641407,0.00146156193054309,0.0132391879964696,0.00665533249770014
"2022/12/08","GBSCT",5463300,221,6948,34,1079,0.515112262521589,0.0117514032955302,0.00438000302069174,0.00159063416912847,0.0046339202965709,0.00405231378403207,0.000661988613795843,0.00153468352836955,0.0129749768303985,0.00675234689641928
"2022/12/09","GBSCT",5463300,211,6731,34,1079,0.510622492943099,0.011942088042408,0.00452841973766396,0.00164441034266906,0.0046339202965709,0.00405231378403207,0.000661988613795843,0.00153468352836955,0.0129749768303985,0.00675234689641928
"2022/12/10","GBSCT",5463300,211,6731,34,1079,0.510622492943099,0.011942088042408,0.00452841973766396,0.00164441034266906,0.0046339202965709,0.00405231378403207,0.000661988613795843,0.00153468352836955,0.0129749768303985,0.00675234689641928
"2022/12/11","GBSCT",5463300,211,6731,34,1079,0.510622492943099,0.011942088042408,0.00452841973766396,0.00164441034266906,0.0046339202965709,0.00405231378403207,0.000661988613795843,0.00153468352836955,0.0129749768303985,0.00675234689641928
"2022/12/12","GBSCT",5463300,218,6904,31,971,0.514629200463499,0.0117891293996666,0.00471339516496883,0.00165529413256482,0.0102986611740474,0.00635010549000771,0.0014712373105782,0.00241079415996683,0.0082389289392379,0.00568561414915921
"2022/12/13","GBSCT",5463300,207,6447,31,971,0.511090429657205,0.0122020387424202,0.00471161657189277,0.00171077738373656,0.0102986611740474,0.00635010549000771,0.0014712373105782,0.00241079415996683,0.0082389289392379,0.00568561414915921
